storeid,lat,lon,country,display_name,road,house_number,city,state,suburb,postcode,category,type,osm_type,osm_id
356718,-34.97698,-71.26292,,"Pasaje Santa Victoria, Población Bombero Garrido, Curicó, Provincia de Curicó, Región del Maule, 3341353, Chile",Pasaje Santa Victoria,,Curicó,Región del Maule,,3341353,highway,living_street,way,98641857.0
358822,-34.9708419,-71.2045129,,"Calle 2, Villa Los Huertos, Curicó, Provincia de Curicó, Región del Maule, 3400001, Chile",Calle 2,,Curicó,Región del Maule,,3400001,highway,residential,way,98404223.0
360721,-34.97359848,-71.2111969,,"Jardín Infantil Pin y Pon, 1885, Avenida Rauquén, Villa Alameda, Curicó, Provincia de Curicó, Región del Maule, 3400001, Chile",Avenida Rauquén,1885,Curicó,Región del Maule,,3400001,amenity,kindergarten,way,354239079.0
366324,-35.8432776,-71.6172019,,"Sady Zañartu, Linares, Provincia de Linares, Región del Maule, 3581004, Chile",Sady Zañartu,,Linares,Región del Maule,,3581004,highway,living_street,way,93459543.0
368921,-34.9774943,-71.2426648,,"Rentokil initial Chile, 1134, Peña, La Colmena, Curicó, Provincia de Curicó, Región del Maule, 3340814, Chile",Peña,1134,Curicó,Región del Maule,,3340814,shop,outdoor,node,5284946545.0
371206,-34.9817454,-71.2568134,,"Pasaje Abeto, Ricardo Rojas, Curicó, Provincia de Curicó, Región del Maule, 3341353, Chile",Pasaje Abeto,,Curicó,Región del Maule,,3341353,highway,living_street,way,99814685.0
377335,-34.9703221,-71.2354206,,"Avenida Circunvalación Paul Harris, Villa San Vicente de Paul, Curicó, Provincia de Curicó, Región del Maule, 3340814, Chile",Avenida Circunvalación Paul Harris,,Curicó,Región del Maule,,3340814,highway,secondary,way,561028057.0
117302,-34.97660065,-71.23889923,,"Tottus, 1220, Carmen, La Marqueza, Curicó, Provincia de Curicó, Región del Maule, 3340814, Chile",Carmen,1220,Curicó,Región del Maule,,3340814,shop,supermarket,way,667321866.0
130226,-34.97710037,-71.24739838,,"Anakena, Villa Cataluña, Curicó, Provincia de Curicó, Región del Maule, 3340814, Chile",Anakena,,Curicó,Región del Maule,,3340814,highway,residential,way,99864570.0
158053,-34.98619843,-71.24269867,,"601, Estado, Condominio Jardín del Sur, Curicó, Provincia de Curicó, Región del Maule, 3342121, Chile",Estado,601,Curicó,Región del Maule,,3342121,place,house,node,1634407779.0
165634,-34.98289871,-71.24510193,,"New York (Distribuidora Mayorista), 720, Manuel Montt, Condominio Jardín del Sur, Curicó, Provincia de Curicó, Región del Maule, 3342121, Chile",Manuel Montt,720,Curicó,Región del Maule,,3342121,shop,department_store,node,5612463029.0
238549,-34.57339859,-70.9957962,,"Alcibíades Roldán, Villa Imperial, San Fernando, Provincia de Colchagua, Región del Libertador General Bernardo O'Higgins, 3071937, Chile",Alcibíades Roldán,,San Fernando,Región del Libertador General Bernardo O'Higgins,,3071937,highway,residential,way,717382789.0
243834,-34.58610153,-70.98300171,,"780, Rancagua, Condominio Las Camelias, El Trapiche, San Fernando, Provincia de Colchagua, Región del Libertador General Bernardo O'Higgins, 3070116, Chile",Rancagua,780,San Fernando,Región del Libertador General Bernardo O'Higgins,El Trapiche,3070116,building,yes,way,630839526.0
258354,-34.99200058,-71.24849701,,"Avenida Balmaceda, Los Aromos, Curicó, Provincia de Curicó, Región del Maule, 3342121, Chile",Avenida Balmaceda,,Curicó,Región del Maule,,3342121,highway,secondary,way,561010468.0
264272,-34.5739291,-70.9982687,,"1373, Avenida Circunvalación, Villa Pedro Aguirre Cerda, San Fernando, Provincia de Colchagua, Región del Libertador General Bernardo O'Higgins, 3071937, Chile",Avenida Circunvalación,1373,San Fernando,Región del Libertador General Bernardo O'Higgins,,3071937,place,house,node,6030732820.0
276017,-34.98189926,-71.26049805,,"Pasaje San Sofia, Araucanía, Curicó, Provincia de Curicó, Región del Maule, 3341353, Chile",Pasaje San Sofia,,Curicó,Región del Maule,,3341353,highway,living_street,way,99814671.0
301273,-34.96780014,-71.22290039,,"Pasaje Alicia Morel, La Cañada del Boldo, Curicó, Provincia de Curicó, Región del Maule, 3340814, Chile",Pasaje Alicia Morel,,Curicó,Región del Maule,,3340814,highway,living_street,way,98841647.0
320228,-35.84489822,-71.60399628,,"Firestone, Avenida Aníbal León Bustos, Villa Independencia, Linares, Provincia de Linares, Región del Maule, 4300000, Chile",Avenida Aníbal León Bustos,,Linares,Región del Maule,,4300000,shop,car_repair,way,430807525.0
323282,-35.8368988,-71.61000061,,"Ciudad del Poeta, Frontera del Inca, Linares, Provincia de Linares, Región del Maule, 4300000, Chile",Ciudad del Poeta,,Linares,Región del Maule,,4300000,highway,residential,way,194053888.0
329728,-34.97750092,-71.24259949,,"Rentokil initial Chile, 1134, Peña, La Colmena, Curicó, Provincia de Curicó, Región del Maule, 3340814, Chile",Peña,1134,Curicó,Región del Maule,,3340814,shop,outdoor,node,5284946545.0
332198,-34.97750092,-71.24269867,,"Rentokil initial Chile, 1134, Peña, La Colmena, Curicó, Provincia de Curicó, Región del Maule, 3340814, Chile",Peña,1134,Curicó,Región del Maule,,3340814,shop,outdoor,node,5284946545.0
336574,-34.9884413,-71.2409788,,"Q'Chevere, 496, Villota, Caupolicán, Curicó, Provincia de Curicó, Región del Maule, 3342121, Chile",Villota,496,Curicó,Región del Maule,,3342121,amenity,restaurant,node,6481371192.0
344265,-34.99045,-71.23393,,"Carnicería, Avenida Manso de Velasco, Caupolicán, Curicó, Provincia de Curicó, Región del Maule, 3342121, Chile",Avenida Manso de Velasco,,Curicó,Región del Maule,,3342121,shop,butcher,node,1603047434.0
361792,-35.8458178,-71.5971336,,"Panadería Francesa, Manuel Rodríguez, Villa Sara Lamothe, Linares, Provincia de Linares, Región del Maule, 4300000, Chile",Manuel Rodríguez,,Linares,Región del Maule,,4300000,amenity,cafe,node,1131705667.0
365515,-34.979,-71.25757,,"Botillería el Vecino, 1041, Calle Presbítero Samuel Pérez, Población Bombero Garrido, Curicó, Provincia de Curicó, Región del Maule, 3341353, Chile",Calle Presbítero Samuel Pérez,1041,Curicó,Región del Maule,,3341353,shop,beverages,node,6800844285.0
366381,-34.9730559,-71.2223175,,"Puerto Aysén, Altos del Boldo, Curicó, Provincia de Curicó, Región del Maule, 3340000, Chile",Puerto Aysén,,Curicó,Región del Maule,,3340000,highway,residential,way,27553480.0
375493,-34.9883347,-71.2424234,,"Manuel Rodríguez, Consistorial, Curicó, Provincia de Curicó, Región del Maule, 3342121, Chile",Manuel Rodríguez,,Curicó,Región del Maule,,3342121,highway,tertiary,way,564754048.0
106224,-33.0444,-71.3763,,"Eco Farmacias, Avenida Valparaíso, Población Lasnibat, Villa Alemana, Provincia de Marga Marga, Región de Valparaíso, 6500000, Chile",Avenida Valparaíso,,Villa Alemana,Región de Valparaíso,,6500000,amenity,pharmacy,node,3118649340.0
109285,-18.45319939,-70.29979706,,"España / Edmundo Pérez Zujovic, Avenida España, Tierras Blancas, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",Avenida España,,Arica,Región de Arica y Parinacota,,1020759,highway,bus_stop,node,7667989425.0
114339,-41.31930161,-72.98560333,,"Mall Paseo Puerto Varas, 666, San Francisco, Población Juan Costa, Puerto Varas, Provincia de Llanquihue, Región de Los Lagos, 5550596, Chile",San Francisco,666,,Región de Los Lagos,,5550596,shop,mall,way,304307058.0
123354,-33.04579926,-71.3911972,,"El Porteño, Avenida Valparaíso, Población Benito Juárez, Villa Alemana, Provincia de Marga Marga, Región de Valparaíso, 2450934, Chile",Avenida Valparaíso,,Villa Alemana,Región de Valparaíso,,2450934,shop,alcohol,node,5967809169.0
125090,-18.4769001,-70.29199982,,"Rodriguez, Tucapel, Población Olivarera, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",Tucapel,,Arica,Región de Arica y Parinacota,,1020759,shop,tailor,node,4516433821.0
147138,-36.6101844,-72.1043225,,"Petrobras, Arauco, Chillán, Provincia de Diguillín, Región de Ñuble, 3800720, Chile",Arauco,,Chillán,Región de Ñuble,,3800720,amenity,fuel,way,490229857.0
149524,-33.0445977,-71.3810605,,"Copec, Población Lasnibat, Villa Alemana, Provincia de Marga Marga, Región de Valparaíso, 6500000, Chile",Copec,,Villa Alemana,Región de Valparaíso,,6500000,amenity,fuel,node,1734653030.0
154366,-33.05400085,-71.33830261,,"Almacén El Carmen, El Rincón, El Carmen, Villa Alemana, Provincia de Marga Marga, Región de Valparaíso, 6500000, Chile",El Rincón,,Villa Alemana,Región de Valparaíso,,6500000,shop,convenience,node,590628020.0
156510,-33.0442185,-71.3743913,,"Maicao, Avenida Valparaíso, Población Lasnibat, Villa Alemana, Provincia de Marga Marga, Región de Valparaíso, 2460435, Chile",Avenida Valparaíso,,Villa Alemana,Región de Valparaíso,,2460435,shop,perfumery,node,8461143883.0
173236,-33.04520035,-71.38929749,,"Sabor Manía, Avenida Valparaíso, Población Vicente Martínez, Villa Alemana, Provincia de Marga Marga, Región de Valparaíso, 2450934, Chile",Avenida Valparaíso,,Villa Alemana,Región de Valparaíso,,2450934,amenity,fast_food,node,9015685901.0
175788,-41.317547,-72.9855099,,"Spacio (Petrobras), 555, San Bernardo, Población Juan Costa, Puerto Varas, Provincia de Llanquihue, Región de Los Lagos, 5550451, Chile",San Bernardo,555,,Región de Los Lagos,,5550451,amenity,fast_food,node,1141516462.0
202044,-18.48660088,-70.29319763,,"Miguel Ahumada, Ampliación Olivarera, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",Miguel Ahumada,,Arica,Región de Arica y Parinacota,,1001110,highway,residential,way,83820632.0
254660,-36.60100174,-72.09760284,,"Ciclovía Avenida Ecuador, Sargento Aldea, Chillán, Provincia de Diguillín, Región de Ñuble, 3800708, Chile",Ciclovía Avenida Ecuador,,Chillán,Región de Ñuble,,3800708,highway,cycleway,way,664151562.0
287147,-36.6092705,-72.1004112,,"Torre I Mall Arauco Chillán, 770, El Roble, Chillán, Provincia de Diguillín, Región de Ñuble, 3800720, Chile",El Roble,770,Chillán,Región de Ñuble,,3800720,shop,mall,way,633129563.0
288024,-41.32279968,-72.98519897,,"Florería, 1057, San Francisco, Población Juan Costa, Puerto Varas, Provincia de Llanquihue, Región de Los Lagos, 5550596, Chile",San Francisco,1057,,Región de Los Lagos,,5550596,shop,florist,node,8922784460.0
289375,-41.32279968,-72.98519897,,"Florería, 1057, San Francisco, Población Juan Costa, Puerto Varas, Provincia de Llanquihue, Región de Los Lagos, 5550596, Chile",San Francisco,1057,,Región de Los Lagos,,5550596,shop,florist,node,8922784460.0
290530,-36.62620163,-72.1140976,,"Los Copihues, Villa Los Campos de Doña Beatriz, Chillán, Provincia de Diguillín, Región de Ñuble, 3820000, Chile",Los Copihues,,Chillán,Región de Ñuble,,3820000,highway,tertiary,way,28064677.0
293180,-36.60839844,-72.11139679,,"Rosas, Carlos Ibáñez del Campo, Chillán, Provincia de Diguillín, Región de Ñuble, 3790246, Chile",Rosas,,Chillán,Región de Ñuble,,3790246,highway,residential,way,155534320.0
299168,-33.04299927,-71.41390228,,"Araus, Patricio Lynch, El Belloto, Quilpué, Provincia de Marga Marga, Región de Valparaíso, 2420622, Chile",Araus,,Quilpué,Región de Valparaíso,El Belloto,2420622,highway,residential,way,27612098.0
300259,-36.59780121,-72.10949707,,"Avenida Brasil, Población Ultraestación, Chillán, Provincia de Diguillín, Región de Ñuble, 3800720, Chile",Avenida Brasil,,Chillán,Región de Ñuble,,3800720,highway,secondary,way,147000733.0
304206,-33.04489899,-71.39050293,,"Unimarc, 1982, Avenida Valparaíso, Población Benito Juárez, Villa Alemana, Provincia de Marga Marga, Región de Valparaíso, 2450934, Chile",Avenida Valparaíso,1982,Villa Alemana,Región de Valparaíso,,2450934,shop,supermarket,way,385991369.0
311940,-33.04389954,-71.36720276,,"Felix, Avenida Valparaíso, Peñablanca, Villa Alemana, Provincia de Marga Marga, Región de Valparaíso, 6500000, Chile",Avenida Valparaíso,,Villa Alemana,Región de Valparaíso,Peñablanca,6500000,shop,hairdresser,node,6685249101.0
314605,-18.4776001,-70.3167038,,"Ilustre Municipalidad de Arica, General Manuel Baquedano, Edificio Vicuña Mackena, Arica, Provincia de Arica, Región de Arica y Parinacota, 1000224, Chile",General Manuel Baquedano,,Arica,Región de Arica y Parinacota,,1000224,amenity,townhall,node,4955775586.0
335212,-18.4803092,-70.2829605,,"Gral René Schneider / Cap. Avalos, René Schneider, Población Cabo Roca, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",René Schneider,,Arica,Región de Arica y Parinacota,,1020759,highway,bus_stop,node,7667989543.0
335290,-33.0456684,-71.3549933,,"La Previa, 0689, Avenida Victoria, Villa Germania, Peñablanca, Villa Alemana, Provincia de Marga Marga, Región de Valparaíso, 6500000, Chile",Avenida Victoria,0689,Villa Alemana,Región de Valparaíso,Peñablanca,6500000,shop,alcohol,node,6731980446.0
340276,-33.04430008,-71.39520264,,"Edificio Vista Las Américas, El Roble, Población Benito Juárez, Villa Alemana, Provincia de Marga Marga, Región de Valparaíso, 2450934, Chile",El Roble,,Villa Alemana,Región de Valparaíso,,2450934,building,apartments,way,735358003.0
341854,-36.625465,-72.0842367,,"Los Castaños, Nueva Río Viejo, Chillán, Provincia de Diguillín, Región de Ñuble, 3800708, Chile",Los Castaños,,Chillán,Región de Ñuble,,3800708,highway,living_street,way,562367943.0
343612,-18.48049927,-70.30729675,,"José Victorino Lastarría / Lautaro, José Victorino Lastarria, Magisterio, Arica, Provincia de Arica, Región de Arica y Parinacota, 1000434, Chile",José Victorino Lastarria,,Arica,Región de Arica y Parinacota,,1000434,highway,bus_stop,node,7667989189.0
343845,-18.47640038,-70.29180145,,"Imperio Games, Tucapel, Barrio San José, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",Tucapel,,Arica,Región de Arica y Parinacota,,1020759,amenity,internet_cafe,node,4516433819.0
351729,-36.62423395,-72.0942016,,"Avenida Alonso de Ercilla, Población Mardones, Chillán, Provincia de Diguillín, Región de Ñuble, 3780000, Chile",Avenida Alonso de Ercilla,,Chillán,Región de Ñuble,,3780000,highway,secondary,way,154764901.0
352334,-41.3317745,-72.9684757,,"Minimarket El Internacional, Avenida Colón, Población Juan Minte, Puerto Varas, Provincia de Llanquihue, Región de Los Lagos, 5550988, Chile",Avenida Colón,,,Región de Los Lagos,,5550988,shop,convenience,node,9945785861.0
355662,-36.6075035,-72.092804,,"414, Avenida Argentina, Chillancito, Chillán, Provincia de Diguillín, Región de Ñuble, 3800708, Chile",Avenida Argentina,414,Chillán,Región de Ñuble,,3800708,place,house,way,147223040.0
356856,-18.4719003,-70.2918134,,"Mercado Loa, Avenida Loa, Barrio San José, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",Avenida Loa,,Arica,Región de Arica y Parinacota,,1020759,amenity,marketplace,way,351910822.0
360660,-36.6011675,-72.1053584,,"Claudio Arrau, Sargento Aldea, Chillán, Provincia de Diguillín, Región de Ñuble, 3790246, Chile",Claudio Arrau,,Chillán,Región de Ñuble,,3790246,highway,residential,way,146693164.0
367971,-33.0370443,-71.3553221,,"Riquelme, El Páramo, Peñablanca, Villa Alemana, Provincia de Marga Marga, Región de Valparaíso, 6500000, Chile",Riquelme,,Villa Alemana,Región de Valparaíso,Peñablanca,6500000,highway,residential,way,174378573.0
369277,-36.6047925,-72.061804,,"San Luis Beltrán, Los Domínicos, Chillán, Provincia de Diguillín, Región de Ñuble, 3800708, Chile",San Luis Beltrán,,Chillán,Región de Ñuble,,3800708,highway,residential,way,491945752.0
371988,-33.04319,-71.37491,,"96, Condell, Población Lasnibat, Villa Alemana, Provincia de Marga Marga, Región de Valparaíso, 6500000, Chile",Condell,96,Villa Alemana,Región de Valparaíso,,6500000,shop,chemist,node,8984386101.0
376955,-36.5992805,-72.1021106,,"Avenida Ecuador, Sargento Aldea, Chillán, Provincia de Diguillín, Región de Ñuble, 3800720, Chile",Avenida Ecuador,,Chillán,Región de Ñuble,,3800720,highway,primary,way,1000627185.0
138126,-33.04359818,-71.37889862,,"Edificio Chocolate, Reinicke, Población Lasnibat, Villa Alemana, Provincia de Marga Marga, Región de Valparaíso, 6500000, Chile",Reinicke,,Villa Alemana,Región de Valparaíso,,6500000,building,yes,way,479762339.0
146638,-18.48756641,-70.2884861,,"Petrobras, Diego Portales, Ampliación Olivarera, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",Diego Portales,,Arica,Región de Arica y Parinacota,,1001110,shop,yes,node,1813245057.0
147136,-36.6090175,-72.093481,,"Petrobras, Avenida Argentina, Chillancito, Chillán, Provincia de Diguillín, Región de Ñuble, 3800720, Chile",Avenida Argentina,,Chillán,Región de Ñuble,,3800720,amenity,fuel,way,147224514.0
149488,-32.92129898,-71.5164032,,"Maroto, Condominio Embassy, Concón, Provincia de Valparaíso, Región de Valparaíso, 2510000, Chile",Maroto,,,Región de Valparaíso,,2510000,highway,tertiary,way,24963662.0
156363,-18.49042795,-70.30209495,,"Punto Copec, Avenida Senador Luis Valente Rossi, Las Palmas, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",Avenida Senador Luis Valente Rossi,,Arica,Región de Arica y Parinacota,,1001110,amenity,fast_food,way,659803264.0
157783,-33.0439753,-71.3688032,,"CorreosChile, Avenida Valparaíso, Peñablanca, Villa Alemana, Provincia de Marga Marga, Región de Valparaíso, 6500000, Chile",Avenida Valparaíso,,Villa Alemana,Región de Valparaíso,Peñablanca,6500000,amenity,post_office,node,6405410605.0
165514,-32.92013575,-71.50908585,,"Estacionamiento La Perla del Pacífico, Avenida Borgoño, Gabriela Mistral, Concón, Provincia de Valparaíso, Región de Valparaíso, 2510000, Chile",Avenida Borgoño,,,Región de Valparaíso,,2510000,amenity,parking,way,995355367.0
165933,-41.33169937,-72.96880341,,"Minimarket El Internacional, Avenida Colón, Población Juan Minte, Puerto Varas, Provincia de Llanquihue, Región de Los Lagos, 5550988, Chile",Avenida Colón,,,Región de Los Lagos,,5550988,shop,convenience,node,3655933136.0
166206,-41.33129883,-72.97119904,,"F-12, Avenida Colón, Población Los Canelos, Puerto Varas, Provincia de Llanquihue, Región de Los Lagos, 5550988, Chile",Avenida Colón,F-12,,Región de Los Lagos,,5550988,place,house,node,8933281945.0
166235,-18.4769001,-70.29199982,,"Rodriguez, Tucapel, Población Olivarera, Arica, Provincia de Arica, Región de Arica y Parinacota, 1020759, Chile",Tucapel,,Arica,Región de Arica y Parinacota,,1020759,shop,tailor,node,4516433821.0
193074,-36.59550095,-72.1072998,,"Palumbo, 134, Avenida Libertador Bernardo O'Higgins, Villa Ferrocar, Chillán, Provincia de Diguillín, Región de Ñuble, 3800720, Chile",Avenida Libertador Bernardo O'Higgins,134,Chillán,Región de Ñuble,,3800720,shop,hairdresser,node,4673211689.0
193181,-18.4843998,-70.30709839,,"Farmacias Ahumada, 1402, 18 de Septiembre, Magisterio, Arica, Provincia de Arica, Región de Arica y Parinacota, 1001110, Chile",18 de Septiembre,1402,Arica,Región de Arica y Parinacota,,1001110,amenity,pharmacy,way,214015931.0
